yearMonth,subject,count
2017-04-01,Servi\xc3\xa7os Profissionais,19
2017-04-01,Servid\xc3\xa3o,11
2017-04-01,Servidao de Eletroduto,6
2017-04-01,Servidor P\xc3\xbablico Civil,466
2017-04-01,Servidores Inativos,15
2017-04-01,Sistema Financeiro da Habita\xc3\xa7\xc3\xa3o,43
2017-04-01,Sistema Nacional de Tr\xc3\xa2nsito,298
2017-04-01,Sistema Remunerat\xc3\xb3rio e Benef\xc3\xadcios,938
2017-04-01,Sociedade,17
2017-04-01,Sonega\xc3\xa7\xc3\xa3o de papel ou objeto de valor probat\xc3\xb3rio,3
2017-04-01,Substitui\xc3\xa7\xc3\xa3o do Produto,19
2017-04-01,Sucess\xc3\xb5es,29
2017-04-01,Suspens\xc3\xa3o,2
2017-04-01,Suspens\xc3\xa3o da Exigibilidade,3
2017-04-01,Susta\xc3\xa7\xc3\xa3o de Protesto,48
2017-04-01,Tarifas,10
2017-04-01,Taxa de Coleta de Lixo,16
2017-04-01,Taxa de Licenciamento de Estabelecimento,21
2017-04-01,Taxa de Limpeza P\xc3\xbablica,2
2017-04-01,Taxa de Preven\xc3\xa7\xc3\xa3o e Combate a Inc\xc3\xaandio,2
2017-04-01,Taxas,24
2017-04-01,Telefonia,709
2017-04-01,Tempo de Servi\xc3\xa7o,3
2017-04-01,Tr\xc3\xa1fico de Drogas e Condutas Afins,1248
2017-04-01,Transa\xc3\xa7\xc3\xa3o,8
2017-04-01,Transfer\xc3\xaancia,3
2017-04-01,Transporte A\xc3\xa9reo,16
2017-04-01,Transporte de Coisas,18
2017-04-01,Transporte de Pessoas,24
2017-04-01,Transporte Terrestre,6
2017-04-01,Tratamento da Pr\xc3\xb3pria Sa\xc3\xbade,4
2017-04-01,Tratamento M\xc3\xa9dico,447
2017-04-01,Tratamento Medico,66
2017-04-01,Troca ou Permuta,5
2017-04-01,Turismo,8
2017-04-01,Tutela e Curatela,4
2017-04-01,Ultraje P\xc3\xbablico ao Pudor,2
2017-04-01,Uni\xc3\xa3o Est\xc3\xa1vel ou Concubinato,6
2017-04-01,Unidade de terapia intensiva,9
2017-04-01,Uso,1
2017-04-01,Uso de documento falso,11
2017-04-01,Usucapi\xc3\xa3o da L 6,2
2017-04-01,Usucapi\xc3\xa3o Especial,6
2017-04-01,Usucapi\xc3\xa3o Extraordin\xc3\xa1ria,25
2017-04-01,Usucapi\xc3\xa3o Ordin\xc3\xa1ria,14
2017-04-01,Usufruto,1
2017-04-01,V\xc3\xadcios de Constru\xc3\xa7\xc3\xa3o,1
2017-04-01,Vaga de garagem,1
2017-04-01,Ve\xc3\xadculos,1
2017-04-01,Viola\xc3\xa7\xc3\xa3o aos Princ\xc3\xadpios Administrativos,4
2017-04-01,Viola\xc3\xa7\xc3\xa3o de direito autoral,15
2017-04-01,Viola\xc3\xa7\xc3\xa3o de domic\xc3\xadlio,3
2017-05-01,\xc3\x81guas P\xc3\xbablicas,3
2017-05-01,\xc3\x81rea de Preserva\xc3\xa7\xc3\xa3o Permanente,1
2017-05-01,\xc3\x8dndice da URV Lei 8,3
2017-05-01,Abandono de incapaz,1
2017-05-01,Abandono Intelectual,5
2017-05-01,Abandono Material,22
2017-05-01,Abatimento proporcional do pre\xc3\xa7o,9
2017-05-01,Abono de Perman\xc3\xaancia,38
2017-05-01,Aborto provocado pela gestante ou com o seu consentimento,2
2017-05-01,Aborto provocado por terceiro,1
2017-05-01,Abuso Sexual,5
2017-05-01,Acidente A\xc3\xa9reo,1
2017-05-01,Acidente de Tr\xc3\xa2nsito,284
2017-05-01,Acidente de Trabalho,27
2017-05-01,Acidente De Trabalho,50
2017-05-01,Acumula\xc3\xa7\xc3\xa3o de Cargos,2
2017-05-01,Adicional de Horas Extras,19
2017-05-01,Adicional de Insalubridade,48
2017-05-01,Adicional de Periculosidade,8
2017-05-01,Adicional de Servi\xc3\xa7o Noturno,65
2017-05-01,Adicional por Tempo de Servi\xc3\xa7o,2
2017-05-01,Adimplemento e Extin\xc3\xa7\xc3\xa3o,4
2017-05-01,Adjudica\xc3\xa7\xc3\xa3o Compuls\xc3\xb3ria,23
2017-05-01,Administra\xc3\xa7\xc3\xa3o,2
2017-05-01,Administra\xc3\xa7\xc3\xa3o de Heran\xc3\xa7a,3
2017-05-01,Admiss\xc3\xa3o,4
2017-05-01,Ado\xc3\xa7\xc3\xa3o de Crian\xc3\xa7a,3
2017-05-01,Ado\xc3\xa7\xc3\xa3o Nacional,2
2017-05-01,Adultera\xc3\xa7\xc3\xa3o de Sinal Identificador de Ve\xc3\xadculo Automotor,46
2017-05-01,Afastamento do Cargo,1
2017-05-01,Agentes Pol\xc3\xadticos,1
2017-05-01,Agrot\xc3\xb3xicos,3
2017-05-01,Aliena\xc3\xa7\xc3\xa3o Fiduci\xc3\xa1ria,974
2017-05-01,Aliena\xc3\xa7\xc3\xa3o Judicial,3
2017-05-01,Aliena\xc3\xa7\xc3\xa3o Parental,1
2017-05-01,Alimentos,123
2017-05-01,Amea\xc3\xa7a,184
2017-05-01,Anula\xc3\xa7\xc3\xa3o,14
2017-05-01,Anula\xc3\xa7\xc3\xa3o de D\xc3\xa9bito Fiscal,4
2017-05-01,Anula\xc3\xa7\xc3\xa3o e Corre\xc3\xa7\xc3\xa3o de Provas,7
2017-05-01,Apologia de Crime ou Criminoso,1
2017-05-01,Aposentadoria,50
2017-05-01,Aposentadoria por Invalidez,22
2017-05-01,Aposentadoria por Invalidez Acident\xc3\xa1ria,7
2017-05-01,Aposentadoria por Tempo de Servi\xc3\xa7o,1
2017-05-01,Apreens\xc3\xa3o,1
2017-05-01,Apropria\xc3\xa7\xc3\xa3o de Coisa Havida por Erro,1
2017-05-01,Apropria\xc3\xa7\xc3\xa3o ind\xc3\xa9bita,21
2017-05-01,Apura\xc3\xa7\xc3\xa3o de haveres,5
2017-05-01,Aquisi\xc3\xa7\xc3\xa3o,21
2017-05-01,Arrendamento Mercantil,28
2017-05-01,Arrendamento Rural,21
2017-05-01,Ass\xc3\xa9dio Sexual,1
2017-05-01,Assembl\xc3\xa9ia,2
2017-05-01,Assinatura B\xc3\xa1sica Mensal,15
2017-05-01,Assist\xc3\xaancia \xc3\xa0 Sa\xc3\xbade,8
2017-05-01,Assist\xc3\xaancia M\xc3\xa9dico,1
2017-05-01,Associa\xc3\xa7\xc3\xa3o,9
2017-05-01,Associa\xc3\xa7\xc3\xa3o para a Produ\xc3\xa7\xc3\xa3o e Tr\xc3\xa1fico e Condutas Afins,16
2017-05-01,Atentado Violento ao Pudor,35
2017-05-01,Atividade Pol\xc3\xadtica,2
2017-05-01,Ato,15
2017-05-01,Ato Infracional,69
2017-05-01,Atos Administrativos,86
2017-05-01,Atos Unilaterais,2
2017-05-01,Atraso de v\xc3\xb4o,2
2017-05-01,Autofal\xc3\xaancia,2
2017-05-01,Aux\xc3\xadlio,1783
2017-05-01,Banc\xc3\xa1rios,227
2017-05-01,Bem de Fam\xc3\xadlia,4
2017-05-01,Benef\xc3\xadcios em Esp\xc3\xa9cie,71
2017-05-01,Benfeitorias,1
2017-05-01,Bens P\xc3\xbablicos,1
2017-05-01,Busca e Apreens\xc3\xa3o de Menores,5
2017-05-01,C\xc3\xa9dula de Cr\xc3\xa9dito Banc\xc3\xa1rio,28
2017-05-01,C\xc3\xa9dula de Cr\xc3\xa9dito Comercial,1
2017-05-01,C\xc3\xa9dula de Cr\xc3\xa9dito Industrial,2
2017-05-01,C\xc3\xa9dula de Cr\xc3\xa9dito Rural,20
2017-05-01,C\xc3\xa9dula de Produto Rural,14
2017-05-01,C\xc3\xa9dula Hipotec\xc3\xa1ria,6
2017-05-01,Cadastro de An\xc3\xa1lise de Cr\xc3\xa9dito,217
2017-05-01,Cal\xc3\xbania,16
2017-05-01,Cancelamento de Protesto,26
2017-05-01,Cancelamento de v\xc3\xb4o,8
2017-05-01,Capacidade,19
2017-05-01,Cart\xc3\xa3o de Cr\xc3\xa9dito,426
2017-05-01,Casamento,15
2017-05-01,Cess\xc3\xa3o de Cr\xc3\xa9dito,5
2017-05-01,Cheque,191
2017-05-01,Classifica\xc3\xa7\xc3\xa3o de cr\xc3\xa9ditos,2
2017-05-01,Classifica\xc3\xa7\xc3\xa3o e,12
2017-05-01,CNH,49
2017-05-01,Coa\xc3\xa7\xc3\xa3o no curso do processo,13
2017-05-01,Cobran\xc3\xa7a indevida de liga\xc3\xa7\xc3\xb5es,10
2017-05-01,Cofins,1
2017-05-01,Coisas,26
2017-05-01,Comercializa\xc3\xa7\xc3\xa3o de dados cadastrais de consumidores,4
2017-05-01,Comiss\xc3\xa3o,7
2017-05-01,Comodato,6
2017-05-01,Complementa\xc3\xa7\xc3\xa3o de Benef\xc3\xadcio,1
2017-05-01,Compra e Venda,278
2017-05-01,Compromisso,8
2017-05-01,Comunica\xc3\xa7\xc3\xa3o falsa de crime ou de contraven\xc3\xa7\xc3\xa3o,3
2017-05-01,Concess\xc3\xa3o,18
2017-05-01,Concurso de Credores,2
2017-05-01,Concurso P\xc3\xbablico,82
2017-05-01,Condom\xc3\xadnio,76
2017-05-01,Condom\xc3\xadnio em Edif\xc3\xadcio,37
2017-05-01,Cons\xc3\xb3rcio,41
2017-05-01,Conselhos Regionais e Afins,1
2017-05-01,Constrangimento ilegal,2
2017-05-01,Contra a Paz P\xc3\xbablica,1
2017-05-01,Contra o Patrim\xc3\xb4nio,1
2017-05-01,Contrabando ou Descaminho,1
2017-05-01,Contrato Tempor\xc3\xa1rio de M\xc3\xa3o de Obra L 8,2
2017-05-01,Contratos Administrativos,42
2017-05-01,Contratos Banc\xc3\xa1rios,1842
2017-05-01,Contratos de Consumo,37
2017-05-01,Contratos de Participacao Financeira,850
2017-05-01,Contraven\xc3\xa7\xc3\xb5es Penais,132
2017-05-01,Contribui\xc3\xa7\xc3\xa3o Sindical,4
2017-05-01,Contribui\xc3\xa7\xc3\xa3o Sindical Rural,1
2017-05-01,Contribui\xc3\xa7\xc3\xb5es,6
2017-05-01,Contribui\xc3\xa7\xc3\xb5es Corporativas,1
2017-05-01,Contribui\xc3\xa7\xc3\xb5es de Melhoria,7
2017-05-01,Contribui\xc3\xa7\xc3\xb5es para o SEBRAE,2
2017-05-01,Contribui\xc3\xa7\xc3\xb5es Previdenci\xc3\xa1rias,138
2017-05-01,Contribui\xc3\xa7\xc3\xb5es Sociais,2
2017-05-01,Controle de Constitucionalidade,8
2017-05-01,Conv\xc3\xaanio,2
2017-05-01,Corretagem,48
2017-05-01,Corrup\xc3\xa7\xc3\xa3o ativa,9
2017-05-01,Corrup\xc3\xa7\xc3\xa3o passiva,1
2017-05-01,Cr\xc3\xa9dito Rural,4
2017-05-01,Cr\xc3\xa9dito Tribut\xc3\xa1rio,3
2017-05-01,Crime contra o P\xc3\xa1trio,1
2017-05-01,Crimes contra a Fauna,15
2017-05-01,Crimes contra a Flora,5
2017-05-01,Crimes contra as Rela\xc3\xa7\xc3\xb5es de Consumo,10
2017-05-01,Crimes da Lei de licita\xc3\xa7\xc3\xb5es,1
2017-05-01,Crimes de Abuso de Autoridade,2
2017-05-01,Crimes de Imprensa,1
2017-05-01,Crimes de Lavagem ou Oculta\xc3\xa7\xc3\xa3o de Bens,12
2017-05-01,Crimes de Responsabilidade,3
2017-05-01,Crimes de Tortura,10
2017-05-01,Crimes de Tr\xc3\xa1fico Il\xc3\xadcito e uso indevido de drogas,7
2017-05-01,Crimes de Tr\xc3\xa2nsito,352
2017-05-01,Crimes do Sistema Nacional de Armas,402
2017-05-01,Crimes Previstos no Estatuto da crian\xc3\xa7a e do adolescente,11
2017-05-01,Crimes Previstos no Estatuto do Idoso,3
2017-05-01,Curso de Forma\xc3\xa7\xc3\xa3o,3
2017-05-01,D\xc3\xadvida Ativa n\xc3\xa3o,25
2017-05-01,Da Polui\xc3\xa7\xc3\xa3o,8
2017-05-01,Da\xc3\xa7\xc3\xa3o em Pagamento,1
2017-05-01,Dano,4
2017-05-01,Dano ao Er\xc3\xa1rio,2
2017-05-01,Dano Qualificado,8
2017-05-01,De Tr\xc3\xa1fico Il\xc3\xadcito e Uso Indevido de Drogas,24
2017-05-01,Decorrente de Viol\xc3\xaancia Dom\xc3\xa9stica,331
2017-05-01,Defeito,2
2017-05-01,Defensoria P\xc3\xbablica,2
2017-05-01,Demiss\xc3\xa3o ou Exonera\xc3\xa7\xc3\xa3o,9
2017-05-01,Denuncia\xc3\xa7\xc3\xa3o caluniosa,22
2017-05-01,Dep\xc3\xb3sito,5
2017-05-01,Desacato,54
2017-05-01,Desapropria\xc3\xa7\xc3\xa3o,11
2017-05-01,Desapropria\xc3\xa7\xc3\xa3o de Im\xc3\xb3vel Urbano,1
2017-05-01,Desapropria\xc3\xa7\xc3\xa3o Indireta,5
2017-05-01,Desapropria\xc3\xa7\xc3\xa3o por Utilidade P\xc3\xbablica,5
2017-05-01,Desconto em folha de pagamento,1
2017-05-01,Descontos Indevidos,44
2017-05-01,Desobedi\xc3\xaancia,15
2017-05-01,Desobedi\xc3\xaancia a decis\xc3\xa3o judicial sobre perda ou suspens\xc3\xa3o de direitos,6
2017-05-01,Despejo para Uso Pr\xc3\xb3prio,6
2017-05-01,Despejo por Den\xc3\xbancia Vazia,13
2017-05-01,Despesas Condominiais,52
2017-05-01,Di\xc3\xa1rias e Outras Indeniza\xc3\xa7\xc3\xb5es,1
2017-05-01,Difama\xc3\xa7\xc3\xa3o,6
2017-05-01,DIREITO ADMINISTRATIVO E OUTRAS MAT\xc3\x89RIAS DE DIREITO P\xc3\x9aBLICO,50
2017-05-01,Direito Autoral,14
2017-05-01,DIREITO CIVIL,24
2017-05-01,DIREITO DA CRIAN\xc3\x87A E DO ADOLESCENTE,72
2017-05-01,Direito de Greve,3
2017-05-01,Direito de Imagem,11
2017-05-01,Direito de Prefer\xc3\xaancia,1
2017-05-01,Direito de Vizinhan\xc3\xa7a,40
2017-05-01,DIREITO DO CONSUMIDOR,45
2017-05-01,DIREITO DO TRABALHO,1
2017-05-01,DIREITO PENAL,43
2017-05-01,Direitos,1
2017-05-01,Dirigente Sindical,2
2017-05-01,Disponibilidade,1
2017-05-01,Disposi\xc3\xa7\xc3\xa3o de coisa alheia como pr\xc3\xb3pria,2
2017-05-01,Dissolu\xc3\xa7\xc3\xa3o,84
2017-05-01,Divis\xc3\xa3o e Demarca\xc3\xa7\xc3\xa3o,6
2017-05-01,Do Sistema Nacional de Armas,4
2017-05-01,Doa\xc3\xa7\xc3\xa3o,6
2017-05-01,Dom\xc3\xadnio P\xc3\xbablico,1
2017-05-01,Duplicata,121
2017-05-01,Edital,1
2017-05-01,Elei\xc3\xa7\xc3\xa3o,2
2017-05-01,Elei\xc3\xa7\xc3\xb5es,1
2017-05-01,Empr\xc3\xa9stimo consignado,82
2017-05-01,Empregado P\xc3\xbablico,22
2017-05-01,Empreitada,17
2017-05-01,Energia El\xc3\xa9trica,12
2017-05-01,Ensino Fundamental e M\xc3\xa9dio,397
2017-05-01,Ensino Superior,126
2017-05-01,Entrada e Perman\xc3\xaancia de Menores,2
2017-05-01,Equil\xc3\xadbrio Financeiro,1
2017-05-01,Erro M\xc3\xa9dico,46
2017-05-01,Esbulho,93
2017-05-01,Escolaridade,1
2017-05-01,Esp\xc3\xa9cies de Contratos,255
2017-05-01,Esp\xc3\xa9cies de T\xc3\xadtulos de Cr\xc3\xa9dito,132
2017-05-01,Estabelecimentos de Ensino,20
2017-05-01,Estabilidade,1
2017-05-01,Estaduais,2
2017-05-01,Estelionato,52
2017-05-01,Estimat\xc3\xb3rio,1
2017-05-01,Estupro,91
2017-05-01,ESTUPRO DE VULNERAVEL,138
2017-05-01,Exame de Sa\xc3\xbade e,5
2017-05-01,Exame Psicot\xc3\xa9cnico,5
2017-05-01,Exclus\xc3\xa3o,2
2017-05-01,Exclus\xc3\xa3o de herdeiro ou legat\xc3\xa1rio,3
2017-05-01,Execu\xc3\xa7\xc3\xa3o Contratual,7
2017-05-01,Exerc\xc3\xadcio arbitr\xc3\xa1rio das pr\xc3\xb3prias raz\xc3\xb5es,1
2017-05-01,Exibicao de Documentos,9
2017-05-01,Exonera\xc3\xa7\xc3\xa3o,54
2017-05-01,Expurgos Inflacion\xc3\xa1rios,629
2017-05-01,Extin\xc3\xa7\xc3\xa3o,1
2017-05-01,Extors\xc3\xa3o,13
2017-05-01,Extors\xc3\xa3o mediante seq\xc3\xbcestro,4
2017-05-01,Extors\xc3\xa3o mediante Seq\xc3\xbcestro Seguida de Morte,1
2017-05-01,Extravio de bagagem,3
2017-05-01,F\xc3\xa9rias,12
2017-05-01,Falsa identidade,8
2017-05-01,Falsidade ideol\xc3\xb3gica,9
2017-05-01,Falsifica\xc3\xa7\xc3\xa3o,8
2017-05-01,Falsifica\xc3\xa7\xc3\xa3o de documento p\xc3\xbablico,6
2017-05-01,Falsifica\xc3\xa7\xc3\xa3o de documento particular,2
2017-05-01,Falsifica\xc3\xa7\xc3\xa3o do selo ou sinal p\xc3\xbablico,1
2017-05-01,Falso testemunho ou falsa per\xc3\xadcia,6
2017-05-01,Fam\xc3\xadlia,23
2017-05-01,Fatos Jur\xc3\xaddicos,4
2017-05-01,Fauna,3
2017-05-01,FAVORECIMENTO DA PROSTITUICAO OU OUTRA FORMA DE EXPLORACAO SEXUAL DE VULNERAVEL,4
2017-05-01,Favorecimento pessoal,1
2017-05-01,Favorecimento real,10
2017-05-01,Fian\xc3\xa7a,3
2017-05-01,Financiamento de Produto,5
2017-05-01,Fiscaliza\xc3\xa7\xc3\xa3o,8
2017-05-01,Fixa\xc3\xa7\xc3\xa3o,17
2017-05-01,Fornecimento de \xc3\x81gua,93
2017-05-01,Fornecimento de Energia El\xc3\xa9trica,312
2017-05-01,Fornecimento de Medicamentos,382
2017-05-01,Franquia,1
2017-05-01,Funcionamento de Estabelecimentos Empresariais,1
2017-05-01,Furto,231
2017-05-01,Furto de coisa comum,1
2017-05-01,Furto Privilegiado,11
2017-05-01,Furto Qualificado,436
2017-05-01,Garantias Constitucionais,28
2017-05-01,Gest\xc3\xa3o de Neg\xc3\xb3cios,3
2017-05-01,Gratifica\xc3\xa7\xc3\xa3o de Incentivo,11
2017-05-01,Gratifica\xc3\xa7\xc3\xa3o Incorporada,1
2017-05-01,Gratifica\xc3\xa7\xc3\xa3o Natalina,27
2017-05-01,Gratifica\xc3\xa7\xc3\xb5es de Atividade,11
2017-05-01,Gratifica\xc3\xa7\xc3\xb5es e Adicionais,39
2017-05-01,Gratifica\xc3\xa7\xc3\xb5es Municipais Espec\xc3\xadficas,6
2017-05-01,Grav\xc3\xadssima,9
2017-05-01,Grave,29
2017-05-01,Guarda,43
2017-05-01,Habilita\xc3\xa7\xc3\xa3o,1
2017-05-01,Habita\xc3\xa7\xc3\xa3o,1
2017-05-01,Hipoteca,4
2017-05-01,Homic\xc3\xaddio Privilegiado,7
2017-05-01,Homic\xc3\xaddio Qualificado,557
2017-05-01,Homic\xc3\xaddio Simples,132
2017-05-01,Honorarios Profissionais,162
2017-05-01,ICMS,319
2017-05-01,Imiss\xc3\xa3o,24
2017-05-01,Impostos,147
2017-05-01,Improbidade Administrativa,42
2017-05-01,Inadimplemento,104
2017-05-01,Inc\xc3\xaandio,18
2017-05-01,Inclus\xc3\xa3o Indevida em Cadastro de Inadimplentes,772
2017-05-01,Inconstitucionalidade Material,1
2017-05-01,Indeniza\xc3\xa7\xc3\xa3o,33
2017-05-01,Indeniza\xc3\xa7\xc3\xa3o por Dano Material,508
2017-05-01,Indeniza\xc3\xa7\xc3\xa3o por Dano Moral,2057
2017-05-01,Indeniza\xc3\xa7\xc3\xb5es Regulares,2
2017-05-01,Indeniza\xc3\xa7ao por Dano Moral,2
2017-05-01,Infra\xc3\xa7\xc3\xa3o Administrativa,14
2017-05-01,Ingresso e Concurso,6
2017-05-01,Ingresso e Exclus\xc3\xa3o dos S\xc3\xb3cios na Sociedade,2
2017-05-01,Inj\xc3\xbaria,13
2017-05-01,Inqu\xc3\xa9rito,2
2017-05-01,Inscri\xc3\xa7\xc3\xa3o,2
2017-05-01,Inser\xc3\xa7\xc3\xa3o de dados falsos em sistema de informa\xc3\xa7\xc3\xb5es,1
2017-05-01,Integralidade,284
2017-05-01,Interdi\xc3\xa7\xc3\xa3o,3
2017-05-01,Interna\xc3\xa7\xc3\xa3o com atividades externas,2
2017-05-01,Interna\xc3\xa7\xc3\xa3o sem atividades externas,5
2017-05-01,Interpreta\xc3\xa7\xc3\xa3o,48
2017-05-01,Interven\xc3\xa7\xc3\xa3o do Estado na Propriedade,3
2017-05-01,Interven\xc3\xa7\xc3\xa3o em Estado,2
2017-05-01,Invalidez Permanente,6
2017-05-01,Invent\xc3\xa1rio e Partilha,96
2017-05-01,Investiga\xc3\xa7\xc3\xa3o de Paternidade,30
2017-05-01,IPTU,334
2017-05-01,IPVA,40
2017-05-01,IRPF,20
2017-05-01,Irredutibilidade de Vencimentos,6
2017-05-01,Isonomia,8
2017-05-01,ISS,118
2017-05-01,ITBI,4
2017-05-01,ITCD,12
2017-05-01,Jornada de Trabalho,49
2017-05-01,Lan\xc3\xa7amento,1
2017-05-01,Latroc\xc3\xadnio,92
2017-05-01,Leasing Imobiliario,1
2017-05-01,Lei de Imprensa,1
2017-05-01,Les\xc3\xb5es Corporais,2
2017-05-01,Leve,39
2017-05-01,Libera\xc3\xa7\xc3\xa3o de Ve\xc3\xadculo Apreendido,16
2017-05-01,Liberdade assistida,1
2017-05-01,Licen\xc3\xa7a,8
2017-05-01,Licen\xc3\xa7a Pr\xc3\xaamio,10
2017-05-01,Licen\xc3\xa7as,17
2017-05-01,Licenciamento de Ve\xc3\xadculo,10
2017-05-01,Licita\xc3\xa7\xc3\xb5es,27
2017-05-01,Limite de Idade,1
2017-05-01,Liquida\xc3\xa7\xc3\xa3o,85
2017-05-01,Loca\xc3\xa7\xc3\xa3o,1
2017-05-01,Loca\xc3\xa7\xc3\xa3o de Im\xc3\xb3vel,472
2017-05-01,Loca\xc3\xa7\xc3\xa3o de M\xc3\xb3vel,20
2017-05-01,Lota\xc3\xa7\xc3\xa3o,3
2017-05-01,M\xc3\xbatuo,75
2017-05-01,Magist\xc3\xa9rio p\xc3\xbablico da educa\xc3\xa7\xc3\xa3o b\xc3\xa1sica,48
2017-05-01,Mandato,235
2017-05-01,Marca,11
2017-05-01,Maus Tratos,9
2017-05-01,Medidas S\xc3\xb3cioeducativas,2
2017-05-01,Meio Ambiente,25
2017-05-01,Militar,38
2017-05-01,Minist\xc3\xa9rio P\xc3\xbablico,2
2017-05-01,Moeda Falsa,5
2017-05-01,Motim de presos,1
2017-05-01,Multa,3
2017-05-01,Multas e demais San\xc3\xa7\xc3\xb5es,122
2017-05-01,Municipais,8
2017-05-01,Nomea\xc3\xa7\xc3\xa3o,23
2017-05-01,Nota de Cr\xc3\xa9dito Comercial,1
2017-05-01,Nota de Cr\xc3\xa9dito Industrial,1
2017-05-01,Nota de Cr\xc3\xa9dito Rural,1
2017-05-01,Nota Promiss\xc3\xb3ria,86
2017-05-01,Nulidade,3
2017-05-01,Nulidade e Anula\xc3\xa7\xc3\xa3o de Partilha e Adjudica\xc3\xa7\xc3\xa3o de Heran\xc3\xa7a,1
2017-05-01,Nulidade e Anula\xc3\xa7\xc3\xa3o de Testamento,2
2017-05-01,NULL,105
2017-05-01,Obriga\xc3\xa7\xc3\xb5es,484
2017-05-01,Oferta,2
2017-05-01,Or\xc3\xa7amento,1
2017-05-01,Ordena\xc3\xa7\xc3\xa3o da Cidade,4
2017-05-01,Organiza\xc3\xa7\xc3\xa3o Pol\xc3\xadtico,1
2017-05-01,Outras fraudes,1
2017-05-01,Pagamento,55
2017-05-01,Pagamento Atrasado,1
2017-05-01,Pagamento em Consigna\xc3\xa7\xc3\xa3o,4
2017-05-01,Pagamento Indevido,9
2017-05-01,Parcelamento de Vencimentos,48
2017-05-01,Parcelamento do solo urbano,3
2017-05-01,Parceria Agr\xc3\xadcola e,19
2017-05-01,Parlamentares,1
2017-05-01,Patente,2
2017-05-01,Patrim\xc3\xb4nio Hist\xc3\xb3rico,1
2017-05-01,Patroc\xc3\xadnio infiel,1
2017-05-01,Peculato,7
2017-05-01,Pens\xc3\xa3o,120
2017-05-01,Pens\xc3\xa3o por Morte,34
2017-05-01,Perdas e Danos,3
2017-05-01,Perigo para a vida ou sa\xc3\xbade de outrem,1
2017-05-01,Pessoas Jur\xc3\xaddicas,5
2017-05-01,Pessoas naturais,58
2017-05-01,Peti\xc3\xa7\xc3\xa3o de Heran\xc3\xa7a,1
2017-05-01,Piso Salarial,133
2017-05-01,Planos de Sa\xc3\xbade,854
2017-05-01,Polui\xc3\xa7\xc3\xa3o,1
2017-05-01,Posse,125
2017-05-01,Posse de Drogas para Consumo Pessoal,120
2017-05-01,Posse e Exerc\xc3\xadcio,4
2017-05-01,Posse Sexual Mediante Fraude,1
2017-05-01,Presta\xc3\xa7\xc3\xa3o de Servi\xc3\xa7os,266
2017-05-01,Presta\xc3\xa7\xc3\xa3o de servi\xc3\xa7os \xc3\xa0 comunidade,1
2017-05-01,Previd\xc3\xaancia privada,352
2017-05-01,Previlegiada,1
2017-05-01,Processo Administrativo Disciplinar,2
2017-05-01,Processo Administrativo Disciplinar ou Sindic\xc3\xa2ncia,4
2017-05-01,Processo Legislativo,1
2017-05-01,Programa de Computador,1
2017-05-01,Promessa de Compra e Venda,478
2017-05-01,Promessa de Recompensa,1
2017-05-01,Promo\xc3\xa7\xc3\xa3o,266
2017-05-01,Propriedade,39
2017-05-01,Propriedade Fiduci\xc3\xa1ria,3
2017-05-01,Propriedade Intelectual,32
2017-05-01,Protesto Indevido de T\xc3\xadtulo,35
2017-05-01,Pulsos Excedentes,1
2017-05-01,Quadrilha ou Bando,2
2017-05-01,Readapta\xc3\xa7\xc3\xa3o,3
2017-05-01,Reajuste de Remunera\xc3\xa7\xc3\xa3o,14
2017-05-01,Reajustes de Remunera\xc3\xa7\xc3\xa3o,1363
2017-05-01,Recepta\xc3\xa7\xc3\xa3o,119
2017-05-01,Recepta\xc3\xa7\xc3\xa3o Qualificada,19
2017-05-01,Recondu\xc3\xa7\xc3\xa3o,1
2017-05-01,Reconhecimento,104
2017-05-01,Recupera\xc3\xa7\xc3\xa3o judicial e Fal\xc3\xaancia,164
2017-05-01,Recusa,1
2017-05-01,Regime de Bens Entre os C\xc3\xb4njuges,2
2017-05-01,Regime Estatut\xc3\xa1rio,2
2017-05-01,Regime Previdenci\xc3\xa1rio,8
2017-05-01,Registro Civil das Pessoas Naturais,6
2017-05-01,Registro de \xc3\x93bito ap\xc3\xb3s prazo legal,1
2017-05-01,Registro de Im\xc3\xb3veis,12
2017-05-01,Registro em Cadastro,62
2017-05-01,Registro em Cadastro de An\xc3\xa1lise de Cr\xc3\xa9dito,3
2017-05-01,Registro em Cadastro de Inadimplentes,299
2017-05-01,Registro para comercializa\xc3\xa7\xc3\xa3o de dados cadastrais de consumidores,1
2017-05-01,REGISTROS P\xc3\x9aBLICOS,1
2017-05-01,Regulamenta\xc3\xa7\xc3\xa3o de Visitas,10
2017-05-01,Reintegra\xc3\xa7\xc3\xa3o,20
2017-05-01,Reivindica\xc3\xa7\xc3\xa3o,21
2017-05-01,Rela\xc3\xa7\xc3\xb5es de Parentesco,2
2017-05-01,Remo\xc3\xa7\xc3\xa3o,2
2017-05-01,Remunera\xc3\xa7\xc3\xa3o,2
2017-05-01,Repeti\xc3\xa7\xc3\xa3o de ind\xc3\xa9bito,7
2017-05-01,Representa\xc3\xa7\xc3\xa3o comercial,47
2017-05-01,Rescis\xc3\xa3o,4
2017-05-01,Rescis\xc3\xa3o do contrato e devolu\xc3\xa7\xc3\xa3o do dinheiro,98
2017-05-01,Reserva de Dominio,10
2017-05-01,Reserva Remunerada,1
